"ID,""Collection"",""ENS"",""Minting Date"",""Tx Count"",""Power"""
"1120964,""0xa187497c509a56cc1f5226a5895a6f59bc5a8205"","""",""Mon, 06 Sep 2021 20:51:05 GMT"",""1"",""1080"""
"1120968,""0xa935be8187f01a078969b39130e5b46bfdbfd2f1"","""",""Mon, 06 Sep 2021 20:51:20 GMT"",""1"",""311"""
"1120970,""0x27fdcb11fc3af7d8b89f3ed1522693c6c21dae77"","""",""Mon, 06 Sep 2021 20:51:30 GMT"",""1"",""1053"""
"1120971,""0xb63c0456c3a2e958826f0b5ac32349a55f80d816"","""",""Mon, 06 Sep 2021 20:51:35 GMT"",""1"",""1014"""
"1120973,""0x306073722fb7387b0733f7fe107d7855bb3bca95"","""",""Mon, 06 Sep 2021 20:51:40 GMT"",""1"",""995"""
"1120975,""0xe2f444264a6f5266697f0f4ba80df05bb68804e9"","""",""Mon, 06 Sep 2021 20:51:45 GMT"",""1"",""972"""
"1120978,""0x33dc86434aadb28b6a6b27407db802da9370f438"","""",""Mon, 06 Sep 2021 20:52:00 GMT"",""1"",""81"""
"1120981,""0x525f36901488f3652adfe00b9bd284067e3a45f7"","""",""Mon, 06 Sep 2021 20:52:10 GMT"",""1"",""7"""
"1120984,""0x5f5c1c8b092feb0a8831c9e86b60449c3119f238"",""haikang.eth"",""Mon, 06 Sep 2021 20:52:50 GMT"",""1"",""37"""
"1120986,""0x369d055674323f66182c67f5a77547831e26b63a"","""",""Mon, 06 Sep 2021 20:53:00 GMT"",""1"",""1069"""
"1120989,""0x38cf796a9c7fac7e020cbfa101eae13beeef73a0"","""",""Mon, 06 Sep 2021 20:53:45 GMT"",""1"",""6"""
"1120993,""0xb2360fc0fd37680397665fb5d6756ede7a03749b"","""",""Mon, 06 Sep 2021 20:54:10 GMT"",""1"",""4"""
"1120998,""0xf9199a83fe6b562906d8d4443ca500eac7363018"","""",""Mon, 06 Sep 2021 20:54:50 GMT"",""1"",""292"""
"1121004,""0xfcddbcb74b447eaf0e72721ad34dc83fbf84c62b"","""",""Mon, 06 Sep 2021 20:55:30 GMT"",""1"",""9"""
"1121007,""0xc91554179a4733042c184de33aad78148b8549ac"","""",""Mon, 06 Sep 2021 20:55:55 GMT"",""1"",""272"""
"1121008,""0x4dea3179dc4e17c70ad865c0178190619464120a"","""",""Mon, 06 Sep 2021 20:56:00 GMT"",""1"",""11"""
"1121010,""0x7ff3e8788d68d67c20c3c3105b958a8d70b28871"","""",""Mon, 06 Sep 2021 20:56:25 GMT"",""1"",""1"""
"1121013,""0xd90c93a93df27258ca6bd716f9de6d4e7e41cf59"","""",""Mon, 06 Sep 2021 20:56:35 GMT"",""1"",""258"""
"1121017,""0x6ef88427f70dc27a18313d71f4c6f0c1970be6c1"","""",""Mon, 06 Sep 2021 20:56:45 GMT"",""1"",""2"""
"1121021,""0x338158b504f95578d83c532956811f27bcfa439f"",""defisoul.eth"",""Mon, 06 Sep 2021 20:57:15 GMT"",""1"",""546"""
"1121027,""0xb3253481b7f9221939c812f31dd3056c0b1db17c"","""",""Mon, 06 Sep 2021 20:57:45 GMT"",""1"",""173"""
"1121029,""0x6efb5674de9717e4798e656ed8db5e31186b2cc9"","""",""Mon, 06 Sep 2021 20:57:50 GMT"",""1"",""3"""
"1121031,""0x975eec18ed160717c145ac5db7708d1b9f1c6735"","""",""Mon, 06 Sep 2021 20:58:10 GMT"",""1"",""1"""
"1121036,""0x9348614e62826c57a3c98f07037269843105d3cd"","""",""Mon, 06 Sep 2021 20:58:35 GMT"",""1"",""243"""
"1121038,""0xbccb1c9f0f2500f7169f55a8ee3ab49428183896"","""",""Mon, 06 Sep 2021 20:58:45 GMT"",""1"",""268"""
"1121044,""0x7fa195c754933c734a27da24a444c7efa8818538"","""",""Mon, 06 Sep 2021 20:59:15 GMT"",""1"",""1"""
"1121054,""0x0fece63652564a95b72762e8d710b3af7c3b32cd"","""",""Mon, 06 Sep 2021 21:00:10 GMT"",""1"",""1"""
"1121063,""0x5a6f02b7e2a8e1865d09879987f8b9b5925cf129"","""",""Mon, 06 Sep 2021 21:01:30 GMT"",""1"",""265"""
"1121068,""0x99d764d2aff474717096d4849c94e946ace175df"","""",""Mon, 06 Sep 2021 21:01:50 GMT"",""1"",""207"""
"1121077,""0x09f37d05b2f1fef9335b06241b519466df3faae7"","""",""Mon, 06 Sep 2021 21:02:30 GMT"",""1"",""176"""
"1121079,""0xb5e905fc4184a0ee6e080644aa2e56de28a0d065"","""",""Mon, 06 Sep 2021 21:02:55 GMT"",""1"",""1"""
"1121089,""0xadc1219a8cefc1ab4b8720c1d50cff6cd10896c4"","""",""Mon, 06 Sep 2021 21:04:00 GMT"",""1"",""180"""
"1121095,""0xdaabbb932725cc1b3ca487ee174b59cbd6b0ec98"",""lxj168.eth"",""Mon, 06 Sep 2021 21:04:40 GMT"",""1"",""962"""
"1121098,""0xc79c935caa2f3ba23d2841591aa90cb99c99ffd9"","""",""Mon, 06 Sep 2021 21:05:05 GMT"",""1"",""157"""
"1121100,""0x09e42a86c81e8b47f9c54626f58d0feb09558354"","""",""Mon, 06 Sep 2021 21:05:15 GMT"",""1"",""151"""
"1121101,""0x9e001c93bb120f99ff9136cc15c2cae9e1b7502c"","""",""Mon, 06 Sep 2021 21:05:25 GMT"",""1"",""157"""
"1121102,""0x7969250d41635b0c0af944c76e1a62bfbfd90daa"","""",""Mon, 06 Sep 2021 21:05:35 GMT"",""1"",""176"""
"1121108,""0x7e2b802a4b4f5acb033e4ab34e2d80bf8b2d2a7c"","""",""Mon, 06 Sep 2021 21:07:10 GMT"",""1"",""1082"""
"1121126,""0xefc7fb62cd686093c7f1cd6f7212348c67d28c24"","""",""Mon, 06 Sep 2021 21:10:25 GMT"",""1"",""468"""
"1121127,""0xcae903a3a3dfa70bfa152dff17d64f1fd22c7103"","""",""Mon, 06 Sep 2021 21:10:30 GMT"",""1"",""456"""
"1121128,""0xfc9ecb72237c7056f81fac93daa570ef610d80b2"","""",""Mon, 06 Sep 2021 21:10:30 GMT"",""1"",""432"""
"1121129,""0x7e5caf180bf50204187acb90cc9c5a1f72091b71"","""",""Mon, 06 Sep 2021 21:10:35 GMT"",""1"",""419"""
"1121130,""0x631e0712a88fd0ba08b18ca43b1c7a137db3faa3"","""",""Mon, 06 Sep 2021 21:10:45 GMT"",""1"",""416"""
"1121131,""0x4bb9aef4436d068f75529c0bd71a9b5630371e4a"","""",""Mon, 06 Sep 2021 21:10:45 GMT"",""1"",""406"""
"1121133,""0x39bf7e17fdb0ec63e0d00da99a3d5282d0e1a58b"","""",""Mon, 06 Sep 2021 21:10:50 GMT"",""1"",""396"""
"1121134,""0x2c1d4df9aa88d354c4f850b81fdea5bac87dceeb"","""",""Mon, 06 Sep 2021 21:11:00 GMT"",""1"",""150"""
"1121135,""0x3be24fd60997fbceb4027eddbbcd2ad6530e220a"","""",""Mon, 06 Sep 2021 21:11:00 GMT"",""1"",""135"""
"1121136,""0x4faf026d8351d6c821e5bf1fdbb391b49faf4fb7"","""",""Mon, 06 Sep 2021 21:11:00 GMT"",""1"",""122"""
"1121138,""0xa057cf1f9124a619432c5a434f4af5b105923a39"","""",""Mon, 06 Sep 2021 21:11:05 GMT"",""1"",""107"""
"1121140,""0x93eced70d24003052ff57a4e49ebde7ceeb1d6d8"","""",""Mon, 06 Sep 2021 21:11:05 GMT"",""1"",""102"""
"1121145,""0xb44ac514588be99870220d12120815bc3d349507"",""yab888.eth"",""Mon, 06 Sep 2021 21:12:05 GMT"",""1"",""893"""
"1121152,""0xaed5ef0aa3d1461946257d9198475a8aced910d0"",""w060908.eth"",""Mon, 06 Sep 2021 21:13:45 GMT"",""1"",""341"""
"1121159,""0x4e8b4ca77f517e53416f670f829ed028d73db9be"","""",""Mon, 06 Sep 2021 21:14:50 GMT"",""1"",""431"""
"1121160,""0x48fae920b92b9408f88619ff5c217ecebaf563b8"","""",""Mon, 06 Sep 2021 21:14:55 GMT"",""1"",""535"""
"1121166,""0x664d146c77b4ffb59e66c1b32fca682323dd3b0b"","""",""Mon, 06 Sep 2021 21:15:15 GMT"",""1"",""25"""
"1121174,""0xa2e0084c476a8ba3640d1c1cce147e12e2206d64"","""",""Mon, 06 Sep 2021 21:16:30 GMT"",""1"",""1"""
"1121175,""0xd6aaa5b3ef7d9847d7442f6837a6ae3d12472a8c"","""",""Mon, 06 Sep 2021 21:16:30 GMT"",""1"",""206"""
"1121194,""0xa85884dcaf3bef53adb32bb3837acf25ee626b25"","""",""Mon, 06 Sep 2021 21:18:40 GMT"",""1"",""85"""
"1121203,""0xc54a6c3778016b06cbd126ccc3b5bc06c5f666fb"",""ly888.eth"",""Mon, 06 Sep 2021 21:19:00 GMT"",""1"",""865"""
"1121214,""0x6b6ff42befcc6659fa759d7c476231eaab3cb292"","""",""Mon, 06 Sep 2021 21:19:40 GMT"",""1"",""268"""
"1121226,""0x5c352f55956adc50ee7f2904a732405cf1921ee6"","""",""Mon, 06 Sep 2021 21:20:35 GMT"",""1"",""69"""
"1121283,""0x76282a2d0371118ec586c6c203005e090f365cdd"","""",""Mon, 06 Sep 2021 21:29:10 GMT"",""1"",""449"""
"1121285,""0xf0441601a9b8a9b6cc58ac319bd05586049fbf7a"","""",""Mon, 06 Sep 2021 21:29:30 GMT"",""1"",""64"""
"1121286,""0x69957afc770b5fdfdcb8288f632c8ca7a518b833"",""supergold.eth"",""Mon, 06 Sep 2021 21:29:35 GMT"",""1"",""103"""
"1121295,""0x85d6268700a4d6d708b9f4798feacc731a4373a1"","""",""Mon, 06 Sep 2021 21:31:35 GMT"",""1"",""300"""
"1121303,""0x80115c611d45b069ca6517a5988f176227378576"","""",""Mon, 06 Sep 2021 21:32:30 GMT"",""1"",""216"""
"1121305,""0xb96e009284ecf57ec124626c5dc71ca9c7a205bd"","""",""Mon, 06 Sep 2021 21:32:45 GMT"",""1"",""211"""
"1121314,""0x0b6e79ba994cf84969bc73104818229612526dae"","""",""Mon, 06 Sep 2021 21:33:45 GMT"",""1"",""716"""
"1121330,""0xb131e14489a8a52a856407da9d3e7721d4f3d903"","""",""Mon, 06 Sep 2021 21:36:15 GMT"",""1"",""596"""
"1121344,""0x531c64cc8796d85e79f96a4507652f67a75bbc02"",""nearswap.eth"",""Mon, 06 Sep 2021 21:38:00 GMT"",""1"",""42"""
"1121351,""0x8290fc8b2d8b4ab924723dff59c2b473b9db9116"","""",""Mon, 06 Sep 2021 21:38:20 GMT"",""1"",""154"""
"1121354,""0xd801e5c154d770814e4debd1ddc8214c39720bfe"","""",""Mon, 06 Sep 2021 21:38:35 GMT"",""1"",""812"""
"1121364,""0x02aa5ef6d469841e340669dc22fa89babd3dc8b6"","""",""Mon, 06 Sep 2021 21:39:40 GMT"",""1"",""449"""
"1121371,""0x62826c1fa6719122787e4295cbab38d593177b4c"","""",""Mon, 06 Sep 2021 21:41:45 GMT"",""1"",""360"""
"1121385,""0xf76e5eb34d4e8eae149f9c81100579f359682566"","""",""Mon, 06 Sep 2021 21:43:15 GMT"",""1"",""84"""
"1121391,""0x7f6161cad73023ae5d6e6c93735c144356bfe2fd"","""",""Mon, 06 Sep 2021 21:44:15 GMT"",""1"",""160"""
"1121456,""0x2ecdb630805da92af2d532279ff4426c3f5e2f0e"","""",""Mon, 06 Sep 2021 21:56:30 GMT"",""1"",""106"""
"1121475,""0x431bdd4cc4e0c54dbb71a8259245e575e436c275"","""",""Mon, 06 Sep 2021 21:59:45 GMT"",""1"",""354"""
"1121493,""0x4e1ce83aa63c008894c44144d1e30a17ec418ccc"","""",""Mon, 06 Sep 2021 22:02:15 GMT"",""1"",""82"""
"1121497,""0xac1b0963e16e9f59ba85e57112d9b642bbcab968"","""",""Mon, 06 Sep 2021 22:02:25 GMT"",""1"",""105"""
"1121498,""0x716da19c5c037d876265fd4935c44b62eb765a87"","""",""Mon, 06 Sep 2021 22:02:40 GMT"",""1"",""36"""
"1121500,""0x2c0a5e25550354c0b7c5ba35f07c06cde169f8af"","""",""Mon, 06 Sep 2021 22:02:45 GMT"",""1"",""106"""
"1121502,""0x2aaf36b234ce12f47a692114b3e2dfefb6a08f61"","""",""Mon, 06 Sep 2021 22:02:55 GMT"",""1"",""243"""
"1121505,""0x2bca59979de7da6921d655c340d4394df2da95de"","""",""Mon, 06 Sep 2021 22:03:10 GMT"",""1"",""115"""
"1121507,""0xe1e6d83d34c549bf5362c7c09816f9abe2192ed4"","""",""Mon, 06 Sep 2021 22:03:20 GMT"",""1"",""104"""
"1121509,""0x841c292d40b18b39c2eeff4ed61b1e6de5fa541c"","""",""Mon, 06 Sep 2021 22:03:30 GMT"",""1"",""132"""
"1121511,""0xde57594a22a68988ce0ae8b26b15ea6e3d1bd66f"","""",""Mon, 06 Sep 2021 22:03:55 GMT"",""1"",""33"""
"1121512,""0x62182bad224e8771756123a89b638cae30f47957"","""",""Mon, 06 Sep 2021 22:03:55 GMT"",""1"",""26"""
"1121516,""0xd46da5905999796e5235e10bdd8ae779bd4f5301"","""",""Mon, 06 Sep 2021 22:04:10 GMT"",""1"",""90"""
"1121519,""0xc4175b37d18f846f65788d8a58df94654ecc3509"","""",""Mon, 06 Sep 2021 22:04:20 GMT"",""1"",""91"""
"1121521,""0xb46c0c49593407ecd2a3879bb23593afc812fcc7"","""",""Mon, 06 Sep 2021 22:04:30 GMT"",""1"",""83"""
"1121523,""0xa5fe885d8a001290735b6e8f7297417be02b0b1c"","""",""Mon, 06 Sep 2021 22:04:40 GMT"",""1"",""98"""
"1121552,""0xa453e11275749dea548ee798b5ba9c653707bbd6"","""",""Mon, 06 Sep 2021 22:09:10 GMT"",""1"",""101"""
"1121554,""0x89e4ddc8ffceaf8cc83e05407e5b2102fca96ced"","""",""Mon, 06 Sep 2021 22:09:35 GMT"",""1"",""89"""
"1121560,""0xf3611410decb07b483731ca0085137c21bc39218"","""",""Mon, 06 Sep 2021 22:10:40 GMT"",""1"",""673"""
"1121561,""0x0213b40d14fb12e34772c20580feac0d7f690801"","""",""Mon, 06 Sep 2021 22:10:55 GMT"",""1"",""351"""
"1121563,""0x34783018fabe614e22601dcf3973d2e97b97739d"","""",""Mon, 06 Sep 2021 22:11:50 GMT"",""1"",""101"""
"1121564,""0xd71f87a898b8c50ecf01a95e8a7e1a922f79df80"","""",""Mon, 06 Sep 2021 22:12:00 GMT"",""1"",""101"""
"1121566,""0xb47ff309d76d635aa4067e3f3b38198fd25b2be5"","""",""Mon, 06 Sep 2021 22:12:10 GMT"",""1"",""98"""
"1121567,""0xa1562071beebf0d778312263d0936c707e12964a"","""",""Mon, 06 Sep 2021 22:12:10 GMT"",""1"",""289"""
"1121568,""0x2969795a114910e4f8f79812a7a53e41b7f52dac"","""",""Mon, 06 Sep 2021 22:12:15 GMT"",""1"",""169"""
"1121569,""0x28330610e23a6dca2ca9b9489fd146659233c117"","""",""Mon, 06 Sep 2021 22:12:20 GMT"",""1"",""103"""
"1121571,""0x24b6cc9b1a54b07fb353acca55ace2c6d0f306ab"","""",""Mon, 06 Sep 2021 22:12:30 GMT"",""1"",""88"""
"1121572,""0x21f8cbb77c5e25e8f0fd4725c41a23ea3a79c4dd"","""",""Mon, 06 Sep 2021 22:12:45 GMT"",""1"",""49"""
"1121575,""0x885a2786292d2d37f3101b713955ab4c1ce7dec8"","""",""Mon, 06 Sep 2021 22:12:45 GMT"",""1"",""84"""
"1121576,""0x7bc1cb8e6d6efea608c89e528594b00275ed4aea"",""flycloud.eth"",""Mon, 06 Sep 2021 22:12:45 GMT"",""1"",""37"""
"1121577,""0x962dc45af9aafb4529a4a090fe8c4b968c4957f0"","""",""Mon, 06 Sep 2021 22:12:55 GMT"",""1"",""79"""
"1121579,""0x7880e7319dbced4a1b9108dd54cdd3c06c7d7ae7"","""",""Mon, 06 Sep 2021 22:13:05 GMT"",""1"",""69"""
"1121582,""0x603f9f25ea89f465e36e2e9a9eb13289f0e7dae8"",""aijia123456789.eth"",""Mon, 06 Sep 2021 22:13:20 GMT"",""1"",""347"""
"1121583,""0xe42509ce6d26310087cf24e08e3435e9a85e68cd"","""",""Mon, 06 Sep 2021 22:13:20 GMT"",""1"",""94"""
"1121584,""0xe3bc83ae838e5fc8600b944254a0792a4a5ce53c"","""",""Mon, 06 Sep 2021 22:13:25 GMT"",""1"",""84"""
"1121588,""0xde4c5360dbb4591f54dbd83da661329932cf843d"","""",""Mon, 06 Sep 2021 22:13:35 GMT"",""1"",""70"""
"1121592,""0xd3f95ef1578ade7f9229672cf22dc9a7543e4eb7"","""",""Mon, 06 Sep 2021 22:13:45 GMT"",""1"",""99"""
"1121597,""0xc372a7e40c5fb2da80deed954f520a54e729dec9"","""",""Mon, 06 Sep 2021 22:14:00 GMT"",""1"",""84"""
"1121599,""0xb3a83cfee1ab9ba71189390a318c2b88f9f0e60a"","""",""Mon, 06 Sep 2021 22:14:05 GMT"",""1"",""71"""
"1121607,""0xca565ff3715dfeefde516d0fc3c4271edf874b4b"","""",""Mon, 06 Sep 2021 22:14:40 GMT"",""1"",""1"""
"1121611,""0x9749eed9fe2027697c755d906c1ae70af44e9a92"","""",""Mon, 06 Sep 2021 22:15:25 GMT"",""1"",""17"""
"1121616,""0x913e0fe3f907fbc3f48d6a6e3791eefab0dc31bf"","""",""Mon, 06 Sep 2021 22:15:45 GMT"",""1"",""24"""
"1121634,""0x8d3ce9390c5ededb7180c6c2a96f38e6b49e971b"","""",""Mon, 06 Sep 2021 22:17:55 GMT"",""1"",""9"""
"1121637,""0xcf19c7444b775f4fede9b7b53b4d708338004aa4"","""",""Mon, 06 Sep 2021 22:18:00 GMT"",""1"",""3"""
"1121644,""0xfcd134aa6567e6c28b342c575199376e491841be"","""",""Mon, 06 Sep 2021 22:19:25 GMT"",""1"",""479"""
"1121646,""0x16f8192132e313a628d749f4a940895932152cd9"","""",""Mon, 06 Sep 2021 22:19:55 GMT"",""1"",""59"""
"1121647,""0x64be81afd69c57c2dfccb187dbbb0c339a7ef5bd"","""",""Mon, 06 Sep 2021 22:20:10 GMT"",""1"",""71"""
"1121649,""0xd23516020b92676c6864ee37872429ad9be416fb"","""",""Mon, 06 Sep 2021 22:20:20 GMT"",""1"",""74"""
"1121650,""0xc2cdd11870a64f3af46e8794a12a82d7145fd3d2"","""",""Mon, 06 Sep 2021 22:20:35 GMT"",""1"",""71"""
"1121651,""0xb2efc0572aca62d42f640d46be6eb9d96122eaa4"","""",""Mon, 06 Sep 2021 22:20:50 GMT"",""1"",""63"""
"1121653,""0xa3f057269ac82f311534e9d3d90e217a3ca4874a"","""",""Mon, 06 Sep 2021 22:21:10 GMT"",""1"",""79"""
"1121655,""0xa585e09ef409403052c81b961300fb4643d7c894"","""",""Mon, 06 Sep 2021 22:21:35 GMT"",""1"",""286"""
"1121657,""0x70c343528c6d918c60137a1f316f7f80e36280eb"","""",""Mon, 06 Sep 2021 22:21:50 GMT"",""1"",""249"""
"1121659,""0xfde206c1cad3b5c0934b3b7aaa050f69ed440729"","""",""Mon, 06 Sep 2021 22:22:00 GMT"",""1"",""58"""
"1121661,""0x5d04f44c05e34c4d2873d3f84b65260863064063"","""",""Mon, 06 Sep 2021 22:22:10 GMT"",""1"",""70"""
"1121665,""0xc8d5c51795a4fa167adaccca624116871769ac07"","""",""Mon, 06 Sep 2021 22:22:45 GMT"",""1"",""101"""
"1121667,""0xec036bd57fe6472081973b3be9395c8abac708c5"","""",""Mon, 06 Sep 2021 22:22:55 GMT"",""1"",""224"""
"1121669,""0x6998c7254c76afe64c170151d6e5d45e646ec84a"","""",""Mon, 06 Sep 2021 22:23:45 GMT"",""1"",""303"""
"1121675,""0x0bd2921cf6f3d3334aa3698a70d8ae2db102cf62"","""",""Mon, 06 Sep 2021 22:24:15 GMT"",""1"",""2"""
"1121677,""0x7e2a0b8dc826fd3e31461d762a5dc8109fb97636"","""",""Mon, 06 Sep 2021 22:24:25 GMT"",""1"",""213"""
"1121678,""0xf23a7ca6b3fc0be7d0125ec871896ba56692f813"","""",""Mon, 06 Sep 2021 22:24:25 GMT"",""1"",""74"""
"1121680,""0x84dfd98c8c0f1617bc8105aa74805d0ac372aef3"","""",""Mon, 06 Sep 2021 22:24:45 GMT"",""1"",""508"""
"1121682,""0xf8d4223d58f49c42fb732ad02ca4eacd9f0f09c8"","""",""Mon, 06 Sep 2021 22:26:10 GMT"",""1"",""366"""
"1121688,""0x68038f51daf9a517ddba611668d7f8f5cbbbacf2"","""",""Mon, 06 Sep 2021 22:26:55 GMT"",""1"",""845"""
"1121693,""0x1ceaf3e17decfc2b528d5371aedc10465c449591"","""",""Mon, 06 Sep 2021 22:27:55 GMT"",""1"",""195"""
"1121694,""0x021699aaf005dabd166bf803c65fc90529fcff4a"","""",""Mon, 06 Sep 2021 22:28:00 GMT"",""1"",""1029"""
"1121697,""0xdb0caeb6dda50ffc4199b8f6979bc5d5bc04d972"","""",""Mon, 06 Sep 2021 22:28:30 GMT"",""1"",""602"""
"1121699,""0x48df3b835e995ec54ce7eb87028dca084d033479"","""",""Mon, 06 Sep 2021 22:28:40 GMT"",""1"",""373"""
"1121705,""0x6bda0404288459cdc35b95a0162636088dccbee8"",""poapdao.eth"",""Mon, 06 Sep 2021 22:29:55 GMT"",""1"",""1751"""
"1121711,""0xef7e5525f06ceca8a394fa00c5d6575e697510f4"","""",""Mon, 06 Sep 2021 22:30:50 GMT"",""1"",""226"""
"1121717,""0xbfd983ad4f8a87c053db207662b6f67ad2e50d20"",""sohot.eth"",""Mon, 06 Sep 2021 22:31:45 GMT"",""1"",""407"""
"1121722,""0xc63cb9aa27674189a92eb37b144bcae0d13647de"",""赶年春风十里贺良辰平安喜乐得所愿.eth"",""Mon, 06 Sep 2021 22:32:40 GMT"",""1"",""241"""
"1121723,""0xecd8c7abae05083c7bf368e022a311c24a11870f"",""ethfly.eth"",""Mon, 06 Sep 2021 22:32:55 GMT"",""1"",""2226"""
"1121730,""0x2e5199b46f1d8f2b9ddc02db7edad90805a82896"",""poapcoin.eth"",""Mon, 06 Sep 2021 22:34:50 GMT"",""1"",""759"""
"1121732,""0x39dd5de22f999df71e23cc6459bac074ab5a22ea"","""",""Mon, 06 Sep 2021 22:35:45 GMT"",""1"",""63"""
"1121735,""0xeeb9003edfef21145f5b16e522a31de1f1b03162"","""",""Mon, 06 Sep 2021 22:36:15 GMT"",""1"",""1027"""
"1121742,""0x371dcb77311d0a6e2d7a47afc9279295ab526103"","""",""Mon, 06 Sep 2021 22:37:00 GMT"",""1"",""653"""
"1121760,""0x522aca67d3a78242e58429452f9ca140e7c76565"","""",""Mon, 06 Sep 2021 22:38:45 GMT"",""1"",""73"""
"1121771,""0x31c4e6deb4f572c77f33ee191e73047c3ace78d3"","""",""Mon, 06 Sep 2021 22:40:45 GMT"",""1"",""773"""
"1121775,""0xa16dd5d3790e6e7a3ee0024f7869a0e043b0e0a7"","""",""Mon, 06 Sep 2021 22:40:55 GMT"",""1"",""71"""
"1121782,""0xa2830d96e4105fccb372cf02e14330b368db53cf"","""",""Mon, 06 Sep 2021 22:41:15 GMT"",""1"",""107"""
"1121786,""0xb11a9268e07128e0951e9e3029258dd050087211"","""",""Mon, 06 Sep 2021 22:41:25 GMT"",""1"",""92"""
"1121789,""0xc163418e7f5dedc8147219c2396dd3cb20448063"","""",""Mon, 06 Sep 2021 22:41:40 GMT"",""1"",""83"""
"1121790,""0x18fac66154576604b93a73e627e073e094462ccf"",""doggys.eth"",""Mon, 06 Sep 2021 22:41:45 GMT"",""1"",""202"""
"1121791,""0xb64fc4d9205c9b27b220bd8aea760eee9d8e36b5"",""mifan.eth"",""Mon, 06 Sep 2021 22:41:45 GMT"",""1"",""341"""
"1121793,""0xd11fa5ed590a812888273e1b591c20e950401f9d"","""",""Mon, 06 Sep 2021 22:41:50 GMT"",""1"",""79"""
"1121795,""0xde2eaf8e10dc95cf2a7826849fd5dd52b87a0803"","""",""Mon, 06 Sep 2021 22:42:05 GMT"",""1"",""67"""
"1121807,""0x231ebe5135007f959a343f58162cc7fae3eddd0f"","""",""Mon, 06 Sep 2021 22:42:35 GMT"",""1"",""515"""
"1121815,""0xad5e755cde964b6095ae3a2c550b3727b0548a24"","""",""Mon, 06 Sep 2021 22:43:00 GMT"",""1"",""441"""
"1121820,""0xf12a8d9f80b0a1fd2474281039a58a1806afa3b4"","""",""Mon, 06 Sep 2021 22:43:10 GMT"",""1"",""66"""
"1121823,""0xb7df58ab83c67b6f9b27bec4e57a470b147f2ca1"","""",""Mon, 06 Sep 2021 22:43:25 GMT"",""1"",""55"""
"1121826,""0xe96af266fd6297c3307ed3bb48c0e828853c96b1"","""",""Mon, 06 Sep 2021 22:43:35 GMT"",""1"",""50"""
"1121827,""0x4f683e37ff40b386df87b1edc0d8c7826006d6c1"","""",""Mon, 06 Sep 2021 22:43:45 GMT"",""1"",""52"""
"1121832,""0x3f137c9ec8d75e70659d8b633442d2acff0a4660"","""",""Mon, 06 Sep 2021 22:44:05 GMT"",""1"",""286"""
"1121835,""0xa3d0750295d85e813eb8701d6f323fdec651518c"","""",""Mon, 06 Sep 2021 22:44:10 GMT"",""1"",""147"""
"1121836,""0x66206294465d58692db88cebb9b593079e8379e1"","""",""Mon, 06 Sep 2021 22:44:20 GMT"",""1"",""52"""
"1121837,""0x69e5cd64ebb3f7797d5eefa2f92006e19f9cdff1"","""",""Mon, 06 Sep 2021 22:44:25 GMT"",""1"",""54"""
"1121838,""0xc77877fba8de25e32cc5eeefa99215f997e00c68"","""",""Mon, 06 Sep 2021 22:44:35 GMT"",""1"",""61"""
"1121840,""0x8170317a4d0cad589c87b35997257a24b7a286f8"","""",""Mon, 06 Sep 2021 22:44:45 GMT"",""1"",""404"""
"1121844,""0xeae3e7e92ff123f93f150aed446ee6a369e318d4"","""",""Mon, 06 Sep 2021 22:44:55 GMT"",""1"",""71"""
"1121849,""0xe16e1a77e28b5e250d97810dbffc9317de84f1f2"","""",""Mon, 06 Sep 2021 22:45:05 GMT"",""1"",""60"""
"1121854,""0xd266f31743e3bc0f4cfb46e5dd92cd7a534f8aaf"","""",""Mon, 06 Sep 2021 22:45:15 GMT"",""1"",""71"""
"1121864,""0xfefff0573489426a21512071972f297f06f2e444"","""",""Mon, 06 Sep 2021 22:45:40 GMT"",""1"",""84"""
"1121877,""0x7533a78b57141e4599a85409dc71c593326cc18c"","""",""Mon, 06 Sep 2021 22:46:30 GMT"",""1"",""299"""
"1121936,""0x0729006bdf361a95092187e0822010005f45fdf9"","""",""Mon, 06 Sep 2021 22:49:20 GMT"",""1"",""254"""
"1121943,""0xc438b4e78119eac74a6f30d7de8a3f5919b34b50"","""",""Mon, 06 Sep 2021 22:49:50 GMT"",""1"",""132"""
"1121947,""0x2f08378d6eda1e616a57ec2c01149669ea9eb395"","""",""Mon, 06 Sep 2021 22:50:20 GMT"",""1"",""72"""
"1121954,""0xc1d033d0a29304bb6521f8f1d467256ad8054823"","""",""Mon, 06 Sep 2021 22:50:45 GMT"",""1"",""186"""
"1121956,""0x79a01661f26f5317342b64187a53104751491536"","""",""Mon, 06 Sep 2021 22:51:00 GMT"",""1"",""318"""
"1122017,""0xe7ce2bb1e1fc77f4f654885f6b2496beb19ed093"",""layer2nft.eth"",""Mon, 06 Sep 2021 22:55:00 GMT"",""1"",""665"""
"1122025,""0x0a3b4905b0a7bd42645c8f0bda9f3bc213f09610"",""passerdy.eth"",""Mon, 06 Sep 2021 22:56:00 GMT"",""1"",""937"""
"1122030,""0x2f0ac863d0accf05e876a7a2072a9b6faecb4d14"","""",""Mon, 06 Sep 2021 22:56:15 GMT"",""1"",""78"""
"1122063,""0x676d7ed338946143625dfd89e24bac7ada923178"","""",""Mon, 06 Sep 2021 22:59:15 GMT"",""1"",""324"""
