"ID,""Collection"",""ENS"",""Minting Date"",""Tx Count"",""Power"""
"1120335,""0xa97276772e9a8d5408421d60c2749c68c2e2fc3a"",""520521.eth"",""Mon, 06 Sep 2021 18:22:55 GMT"",""1"",""114"""
"1120337,""0x42edee9b4fac544f766f3fbdee813229edfd66bf"","""",""Mon, 06 Sep 2021 18:23:20 GMT"",""1"",""18"""
"1120338,""0xace41d4ee612bdb239d1a8253061f018e8f306e5"","""",""Mon, 06 Sep 2021 18:23:20 GMT"",""1"",""1"""
"1120340,""0x62728c18268d1988e82a922b419525ecf9ff2bd0"","""",""Mon, 06 Sep 2021 18:23:35 GMT"",""1"",""74"""
"1120341,""0xa9cd9407cfa532c270438a66e818b4788af135e8"","""",""Mon, 06 Sep 2021 18:23:50 GMT"",""1"",""17"""
"1120342,""0xf863cbd125936907dbb329f918f100453a4fcff9"","""",""Mon, 06 Sep 2021 18:23:55 GMT"",""1"",""240"""
"1120343,""0x61ef7abe9953bf1ab1ff48b0c552677a402af0fb"","""",""Mon, 06 Sep 2021 18:24:00 GMT"",""1"",""773"""
"1120345,""0xf451a5ff393851753098b62bf8ac6cf33be81f43"","""",""Mon, 06 Sep 2021 18:24:35 GMT"",""1"",""942"""
"1120346,""0x1c620d02286e983bb92262eb23e8cb4ca9e3ab30"","""",""Mon, 06 Sep 2021 18:24:45 GMT"",""1"",""1"""
"1120348,""0xe5f55468585ef91cf1a87aa3af4c830fa7ae78de"",""lian0512.eth"",""Mon, 06 Sep 2021 18:24:45 GMT"",""1"",""806"""
"1120350,""0x08bb4f7224fe047223b782b6aa0382d5df730655"","""",""Mon, 06 Sep 2021 18:25:10 GMT"",""1"",""565"""
"1120351,""0x36666d22ad6bd40461e02b82402e6e3a2d650ac0"","""",""Mon, 06 Sep 2021 18:25:15 GMT"",""1"",""244"""
"1120355,""0xdcb034151e0efe93768f7ea94dafe3c6ef3cca97"","""",""Mon, 06 Sep 2021 18:26:05 GMT"",""1"",""426"""
"1120356,""0x6e06c3fd4fbf0d7e82f8ecc3f99ecd4e2513b3f3"","""",""Mon, 06 Sep 2021 18:26:20 GMT"",""1"",""2"""
"1120357,""0xf913b9a80755a456cfae819304173265a607dc12"","""",""Mon, 06 Sep 2021 18:26:25 GMT"",""1"",""574"""
"1120358,""0x7e8fa19715a1df54c555bb9c2b0b104dbe20bc07"","""",""Mon, 06 Sep 2021 18:26:35 GMT"",""1"",""184"""
"1120360,""0x3ae6c2b466757dcab147e6ad2642918f1013c9c4"","""",""Mon, 06 Sep 2021 18:26:40 GMT"",""1"",""2"""
"1120361,""0x68568f3878f8259a495119353d652d8fe27e3b44"","""",""Mon, 06 Sep 2021 18:26:50 GMT"",""1"",""230"""
"1120364,""0x5b6b87d7ba2024f139becdd3eb99d24e0415fe7e"","""",""Mon, 06 Sep 2021 18:27:55 GMT"",""1"",""1063"""
"1120365,""0xb9501f3bea1fd09a30adf90e0a781a4b8dbe5fe0"","""",""Mon, 06 Sep 2021 18:28:10 GMT"",""1"",""841"""
"1120367,""0x287760cd2e41d74660b7540fc9f3dc9eb31c4d5f"","""",""Mon, 06 Sep 2021 18:28:15 GMT"",""1"",""216"""
"1120369,""0xc9fcb826e14014dde551ea9a4112ca9e15a81f01"",""wolegequ.eth"",""Mon, 06 Sep 2021 18:28:50 GMT"",""1"",""3"""
"1120370,""0x797520f471de8ec7b1e771e014149c4fd408367c"","""",""Mon, 06 Sep 2021 18:29:00 GMT"",""1"",""633"""
"1120373,""0xa0d735ce3e1b4a70d5cfcca1222ff9f1f9d4b15d"","""",""Mon, 06 Sep 2021 18:30:15 GMT"",""1"",""194"""
"1120374,""0x3629a8ae9b934ff256a4d36b2cdb0822d72312fd"","""",""Mon, 06 Sep 2021 18:30:25 GMT"",""1"",""261"""
"1120375,""0xe977fd0a89124d77c745635dd66417c8eddf6bbf"","""",""Mon, 06 Sep 2021 18:30:35 GMT"",""1"",""11"""
"1120376,""0x8757377a72bb7ec4096f0fd996c064eb95678939"",""jasen.eth"",""Mon, 06 Sep 2021 18:30:40 GMT"",""1"",""70"""
"1120379,""0xf3fb14726e1ed625d809280ae8593414dd1a74c7"","""",""Mon, 06 Sep 2021 18:32:55 GMT"",""1"",""2"""
"1120380,""0x3fc44f8f9831a0226761c67ac6dbde608e915a97"","""",""Mon, 06 Sep 2021 18:33:05 GMT"",""1"",""243"""
"1120381,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:33:10 GMT"",""1"",""440"""
"1120382,""0xd9a99fa88a70626a304ad9325bddb2d7f31ed17f"","""",""Mon, 06 Sep 2021 18:33:15 GMT"",""1"",""401"""
"1120383,""0xca7a6a53d5576102765a0281c723f863d881dc96"",""filelist.eth"",""Mon, 06 Sep 2021 18:33:55 GMT"",""1"",""382"""
"1120384,""0x8545389514ca167f8e91ce6b30346d548d73eda8"","""",""Mon, 06 Sep 2021 18:34:00 GMT"",""1"",""1088"""
"1120385,""0x2bd3fdfb282881a6d1779afda807bfe26cd0a950"","""",""Mon, 06 Sep 2021 18:34:05 GMT"",""1"",""169"""
"1120386,""0x09e7f84874777ed89d8ce816e7557a034fac1fcf"","""",""Mon, 06 Sep 2021 18:34:15 GMT"",""1"",""115"""
"1120388,""0xde961598581a21e44e0737ce160926bd9b86991c"","""",""Mon, 06 Sep 2021 18:34:40 GMT"",""1"",""1033"""
"1120389,""0x191bed220e2cbf7f42e917e0ed370d9880e640df"",""rokid.eth"",""Mon, 06 Sep 2021 18:34:45 GMT"",""1"",""243"""
"1120391,""0xb4d6df1c1559a943e802cecfc704c4847fd18da1"",""sanghai.eth"",""Mon, 06 Sep 2021 18:35:10 GMT"",""1"",""266"""
"1120392,""0x2b91ca94a1b249425abb621a5d6b7e2ff4c0819f"","""",""Mon, 06 Sep 2021 18:35:30 GMT"",""1"",""178"""
"1120393,""0xb248140d89ee4a1feabdd28f2f3ef23e2bd4b469"","""",""Mon, 06 Sep 2021 18:35:40 GMT"",""1"",""406"""
"1120394,""0x50856959952516c0183c3570fbddcf071a81826a"",""ababab.eth"",""Mon, 06 Sep 2021 18:35:40 GMT"",""1"",""133"""
"1120396,""0x605dc1310d888af6b4c5ddd0c42e63af317966f6"",""metasys.eth"",""Mon, 06 Sep 2021 18:36:15 GMT"",""1"",""293"""
"1120397,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:36:40 GMT"",""2"",""440"""
"1120399,""0x0de33d82c8890d07a479761557c977c56c666666"","""",""Mon, 06 Sep 2021 18:36:55 GMT"",""1"",""570"""
"1120400,""0xe531b1a41984b501cb8211d21d74ccddd04214b7"","""",""Mon, 06 Sep 2021 18:37:05 GMT"",""1"",""187"""
"1120404,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:38:45 GMT"",""2"",""440"""
"1120405,""0x5ee7e80e0c2ceb690c567aca7761c7118101c8af"",""poapfun.eth"",""Mon, 06 Sep 2021 18:39:00 GMT"",""1"",""631"""
"1120406,""0xbc8ef4760a0e1e3adbbc847092d0d5ce4489f46a"","""",""Mon, 06 Sep 2021 18:39:10 GMT"",""1"",""182"""
"1120409,""0x393b4919fdd1f8740c8708baa411a34299a4cacd"","""",""Mon, 06 Sep 2021 18:40:15 GMT"",""1"",""236"""
"1120410,""0xcdbfe8209cb0afe95aa092def212aa4a434a9120"",""blockdefi.eth"",""Mon, 06 Sep 2021 18:40:35 GMT"",""1"",""362"""
"1120411,""0x6cf9380f5e1a38e3b4c5101c1aa0211603fec13f"","""",""Mon, 06 Sep 2021 18:40:35 GMT"",""1"",""613"""
"1120413,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:41:10 GMT"",""2"",""440"""
"1120417,""0x15a772c656e77dc6ebb505d0a64722d2bb02c1fd"","""",""Mon, 06 Sep 2021 18:41:55 GMT"",""1"",""773"""
"1120418,""0xfe7cc15dfe49bcc318c45890a42a85e71dd8f2cd"","""",""Mon, 06 Sep 2021 18:42:35 GMT"",""1"",""168"""
"1120421,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:43:35 GMT"",""2"",""440"""
"1120422,""0x70c65c16b1b03ed4c6e1b2bad1583abfcf91eef4"","""",""Mon, 06 Sep 2021 18:43:45 GMT"",""1"",""119"""
"1120425,""0x770752b48839c4d35b5157dafc128b2662e6c0b4"",""bkswap.eth"",""Mon, 06 Sep 2021 18:44:40 GMT"",""1"",""492"""
"1120426,""0x322b03bdb20f43d1dfc26659c90b52fea2763400"","""",""Mon, 06 Sep 2021 18:44:50 GMT"",""2"",""440"""
"1120429,""0x5acccf132e9865ab9a204b0141ce1358d860c2e5"","""",""Mon, 06 Sep 2021 18:45:20 GMT"",""1"",""90"""
"1120432,""0x5d995f4f7a23eac9f318d1e0d3a00364baa38b2f"","""",""Mon, 06 Sep 2021 18:47:55 GMT"",""1"",""998"""
"1120436,""0x6dc420bfa0beb345dd78bd9f45881ec9ff7a9580"","""",""Mon, 06 Sep 2021 18:50:55 GMT"",""1"",""310"""
"1120439,""0x64fae0196cd4753346ec02e8576978b158cd5ecd"","""",""Mon, 06 Sep 2021 18:52:05 GMT"",""1"",""1038"""
"1120440,""0xb10be5cbbf9655ed3648184ade56d3b4d6cedd4f"",""mayarons.eth"",""Mon, 06 Sep 2021 18:52:40 GMT"",""1"",""321"""
"1120441,""0xdf881f48e30f78fef0ef5fd08afb026c994e38f6"","""",""Mon, 06 Sep 2021 18:54:35 GMT"",""1"",""879"""
"1120443,""0x28b4a742830ae3d4b147f429ec7966f4e450d3f3"","""",""Mon, 06 Sep 2021 18:55:50 GMT"",""1"",""346"""
"1120445,""0xe6422e49894a857d3f0e1a3f4d892780fb8a24d8"","""",""Mon, 06 Sep 2021 18:57:00 GMT"",""1"",""374"""
"1120447,""0x933f2e8119cb87da86184c57ae5ccbe1f54f2dec"","""",""Mon, 06 Sep 2021 18:57:40 GMT"",""1"",""4"""
"1120448,""0x2c39ba5ae59ac2472d8986ead566a05e4bf70ce8"","""",""Mon, 06 Sep 2021 18:57:45 GMT"",""1"",""52"""
"1120455,""0x019ed608dd806b80193942f2a960e7ac8abb2ee3"",""webvr.eth"",""Mon, 06 Sep 2021 19:00:20 GMT"",""1"",""303"""
"1120456,""0x879b1ecb70639ff3ad6f219a9382d27c4023f483"",""viorvis.eth"",""Mon, 06 Sep 2021 19:00:20 GMT"",""1"",""70"""
"1120457,""0x9553876cdb8e46040d610faabfb67771db58c8b6"","""",""Mon, 06 Sep 2021 19:00:40 GMT"",""1"",""239"""
"1120461,""0x71fd9ffbe09b410abbebd3a3852ce01452d0bd75"","""",""Mon, 06 Sep 2021 19:01:45 GMT"",""1"",""428"""
"1120464,""0x21875706c91b49dd2ef5f3e8e683ac720e27c204"","""",""Mon, 06 Sep 2021 19:02:30 GMT"",""1"",""148"""
"1120465,""0xb7f8984a21aec3dd21441f1558249987397e7f5b"","""",""Mon, 06 Sep 2021 19:03:05 GMT"",""1"",""856"""
"1120466,""0xe5827d439c94b5642d4f8c9be78b0ae8ee2e6a6a"","""",""Mon, 06 Sep 2021 19:03:45 GMT"",""1"",""115"""
"1120467,""0x242e99540f08558808015b9ecbd442c1bd4be7df"","""",""Mon, 06 Sep 2021 19:04:40 GMT"",""1"",""9"""
"1120471,""0x231156146dc4a455c3ccef033c91613c2137d5be"","""",""Mon, 06 Sep 2021 19:06:10 GMT"",""1"",""804"""
"1120473,""0x5df25e9a5f946a105f11477c170c530a43bb3ce0"","""",""Mon, 06 Sep 2021 19:06:25 GMT"",""1"",""99"""
"1120475,""0xf9c17da7c56d285932da8b273370d76b514db8f3"","""",""Mon, 06 Sep 2021 19:07:10 GMT"",""1"",""747"""
"1120476,""0xb74a0c3ae362163ee7e16b51d4ace67e5aa6a518"","""",""Mon, 06 Sep 2021 19:07:35 GMT"",""1"",""104"""
"1120482,""0xeeb74b6dfc13bdb8fad09af3225433ad60e06d41"","""",""Mon, 06 Sep 2021 19:08:55 GMT"",""1"",""434"""
"1120483,""0xa38bef7bf987ebb22d0d4ecae61034ddc34da283"",""keybeats.eth"",""Mon, 06 Sep 2021 19:08:55 GMT"",""1"",""132"""
"1120484,""0x1a73a186c7f723f121958d1aa04d9759d79357b4"","""",""Mon, 06 Sep 2021 19:09:15 GMT"",""1"",""3"""
"1120491,""0xe84a2a488658907ef8253c07f80fe724c9ae34f5"",""zhangjiakou1.eth"",""Mon, 06 Sep 2021 19:12:25 GMT"",""1"",""337"""
"1120494,""0x02ffdf11d001561b83b0be82bb6c6e3fd07fc650"","""",""Mon, 06 Sep 2021 19:14:05 GMT"",""1"",""219"""
"1120497,""0x513afac2cd6133c8bc3b49552ceb15d586d146f5"",""bxswssmbdx.eth"",""Mon, 06 Sep 2021 19:15:25 GMT"",""1"",""20"""
"1120500,""0x7de8bc670eaf49c551dfe5009877f1eba2a5b345"",""technica.eth"",""Mon, 06 Sep 2021 19:16:25 GMT"",""1"",""105"""
"1120502,""0x3586bdcd852c061f472bb8a2915e75ae215121cd"",""syyhsyal.eth"",""Mon, 06 Sep 2021 19:17:15 GMT"",""1"",""5"""
"1120503,""0x10afa2b2b6c2baf8efde02a6822d374b2ebfe1a6"","""",""Mon, 06 Sep 2021 19:17:20 GMT"",""1"",""1"""
"1120505,""0x1d8775623df5469116ece78b55a97bce8424b899"",""cwehine.eth"",""Mon, 06 Sep 2021 19:18:30 GMT"",""1"",""160"""
"1120506,""0x54922ccfe5b1e5f66f670fedd51d43cc843d569b"",""cweenhi.eth"",""Mon, 06 Sep 2021 19:18:45 GMT"",""1"",""155"""
"1120507,""0x75cf55a1a228e691342521b01a7de4e113fac30d"","""",""Mon, 06 Sep 2021 19:18:50 GMT"",""1"",""145"""
"1120509,""0x03b7c9667f51683a153a819dea4a51c9d6765af5"","""",""Mon, 06 Sep 2021 19:19:25 GMT"",""1"",""3"""
"1120514,""0x4c00d380942581b8e95a7e7a1dcb2795cb134d84"","""",""Mon, 06 Sep 2021 19:21:05 GMT"",""1"",""1019"""
"1120516,""0xb5e24ba2927b55416b0f7f560f7cb196fea1a193"","""",""Mon, 06 Sep 2021 19:21:20 GMT"",""1"",""3"""
"1120522,""0x4b4a283a1b8f83932fad999070c913e30d94e351"","""",""Mon, 06 Sep 2021 19:23:10 GMT"",""1"",""2"""
"1120528,""0x74ddefe1cd151913b3d2ed01eaad3c185e575bf2"","""",""Mon, 06 Sep 2021 19:26:05 GMT"",""1"",""2"""
"1120529,""0x297554a3e38c48450e72ac043dbe8c2b602d0fb8"","""",""Mon, 06 Sep 2021 19:26:10 GMT"",""1"",""91"""
"1120533,""0x152416483358f2889c70e37f4f46d6b601f3f0ac"","""",""Mon, 06 Sep 2021 19:26:45 GMT"",""1"",""784"""
"1120534,""0x819e479f87a6384dcd1c63be221e76b474a581d0"","""",""Mon, 06 Sep 2021 19:27:05 GMT"",""1"",""1364"""
"1120536,""0xb6f346024cf5fecb8a2fc313ddc9f0cb2c8995a9"","""",""Mon, 06 Sep 2021 19:27:30 GMT"",""1"",""1"""
"1120540,""0x42b46bca0a4ab3d04409ba3b0127673a49d49f09"","""",""Mon, 06 Sep 2021 19:29:35 GMT"",""1"",""1"""
"1120541,""0xd4848e49910fc13ebbb88c7e27a5a40175ab0db9"","""",""Mon, 06 Sep 2021 19:29:45 GMT"",""1"",""93"""
"1120543,""0x9e5d7cb17a4b3481697873d43dc86461bf4db4bf"","""",""Mon, 06 Sep 2021 19:31:45 GMT"",""1"",""1"""
"1120544,""0xdac319bb232c199f73b17988df80cd0d6e111893"","""",""Mon, 06 Sep 2021 19:32:05 GMT"",""1"",""264"""
"1120548,""0xa2237b81ba22305456292531be3d668121842cab"","""",""Mon, 06 Sep 2021 19:33:25 GMT"",""1"",""1"""
"1120549,""0x64798a98a86f0bed62fdc01238eed73d1780a189"","""",""Mon, 06 Sep 2021 19:33:35 GMT"",""1"",""778"""
"1120555,""0xb20385568376fcd81069b3958bc97e55892b2c72"","""",""Mon, 06 Sep 2021 19:36:25 GMT"",""1"",""1"""
"1120558,""0x64773b94324e6cfdad6b055c21535cd4526c956f"","""",""Mon, 06 Sep 2021 19:37:15 GMT"",""1"",""138"""
"1120560,""0x4951ce90de60ebed73e8235918e0b48a1a1cd673"","""",""Mon, 06 Sep 2021 19:38:40 GMT"",""1"",""1"""
"1120561,""0xa4f8167706aaf9b0dfde893bea161aba4ea5784e"","""",""Mon, 06 Sep 2021 19:39:45 GMT"",""1"",""1609"""
"1120564,""0xabb087761704092a80b1de070e3ffec05bf62189"","""",""Mon, 06 Sep 2021 19:40:10 GMT"",""1"",""1"""
"1120567,""0x21705948289ed91b39e196e0ac662b0facacca57"","""",""Mon, 06 Sep 2021 19:40:55 GMT"",""1"",""253"""
"1120568,""0x37a63ecdd48f34998b2235a5bd64e3e78abb717b"","""",""Mon, 06 Sep 2021 19:41:20 GMT"",""1"",""380"""
"1120569,""0x47e4962450b631b75a26e03a6331d1de4a2ffaef"","""",""Mon, 06 Sep 2021 19:41:50 GMT"",""1"",""93"""
"1120571,""0x6f0eee843c02573596324a5cf6cd79ec6fbdea9d"","""",""Mon, 06 Sep 2021 19:42:00 GMT"",""1"",""1"""
"1120581,""0x22a9f4d050ddd5038f26ece566641130384ce64d"","""",""Mon, 06 Sep 2021 19:44:05 GMT"",""1"",""1"""
"1120589,""0xf420269d1e0839a505d41876fedd10390ab3ef6a"","""",""Mon, 06 Sep 2021 19:45:10 GMT"",""1"",""134"""
"1120594,""0xd6d7815be2bf8c1ac1122e31b391f238bff61cb7"","""",""Mon, 06 Sep 2021 19:46:05 GMT"",""1"",""1"""
"1120612,""0xe19cbe8fbfa28090a6f5a3cfaa3498f65fb16262"","""",""Mon, 06 Sep 2021 19:48:15 GMT"",""1"",""1"""
"1120617,""0xd82d005e8f8d5385db40ba23884a5c967bb1e8af"","""",""Mon, 06 Sep 2021 19:48:50 GMT"",""1"",""586"""
"1120618,""0x9feca864f51d805a948b2ce2b138b3602f3fed9f"","""",""Mon, 06 Sep 2021 19:49:20 GMT"",""1"",""578"""
"1120621,""0x7a4fdaabea2bcc1a34084678f574fa32701951b4"","""",""Mon, 06 Sep 2021 19:49:45 GMT"",""1"",""1"""
"1120630,""0xe0cf031a3e40f01617c74ec6574be98d712e3a44"","""",""Mon, 06 Sep 2021 19:51:30 GMT"",""1"",""1"""
"1120649,""0x91baa690c9bdfcb66437e916910a834beccb0d63"","""",""Mon, 06 Sep 2021 19:54:15 GMT"",""1"",""159"""
"1120652,""0x95d8ac20b2377a00fcda7cf56709c4570edd40b7"",""mists.eth"",""Mon, 06 Sep 2021 19:54:30 GMT"",""1"",""152"""
"1120667,""0xbad671008150cfc88dbcbb7db6d02c4d9f15f93c"","""",""Mon, 06 Sep 2021 19:56:20 GMT"",""1"",""3"""
"1120684,""0xf2664dfa7924d9f3895349bae785027ab9da1c87"",""shujiguo.eth"",""Mon, 06 Sep 2021 19:57:30 GMT"",""1"",""137"""
"1120701,""0x509cdebba232e7b7f603db5c93d1e4f1fed9c6f8"",""drgreenthumb.eth"",""Mon, 06 Sep 2021 19:59:10 GMT"",""1"",""270"""
"1120704,""0x8c15650fc5d048c6460c41b554bd5ea524f04662"","""",""Mon, 06 Sep 2021 19:59:30 GMT"",""1"",""2"""
"1120718,""0x639822107482dc6a1a406f36f6a80a8d4f462918"","""",""Mon, 06 Sep 2021 20:00:55 GMT"",""1"",""218"""
"1120722,""0x6c6eb35f180565ecbbcc899582b2c7ecbe6bb132"","""",""Mon, 06 Sep 2021 20:01:15 GMT"",""1"",""202"""
"1120724,""0x24bc629f61eb34dae4d98b2596e8206f89c70964"","""",""Mon, 06 Sep 2021 20:01:55 GMT"",""1"",""36"""
"1120726,""0xf938097bd64b0f9c969983b361a07edfe9143552"","""",""Mon, 06 Sep 2021 20:02:20 GMT"",""1"",""135"""
"1120727,""0x80bc5f3d3a9296d1e02708c988b507b3975fd549"","""",""Mon, 06 Sep 2021 20:03:10 GMT"",""1"",""37"""
"1120729,""0x87b895f37a93e76cf1c27ed68b38d77fee0f7867"",""mease.eth"",""Mon, 06 Sep 2021 20:03:30 GMT"",""1"",""342"""
"1120730,""0x9f4132f6c4eff3433e06c120c6e04c0e40cf63cc"","""",""Mon, 06 Sep 2021 20:04:20 GMT"",""1"",""323"""
"1120736,""0x0d1456a83ce96e010db1fcba4e71bbc6c3a18452"","""",""Mon, 06 Sep 2021 20:06:15 GMT"",""1"",""19"""
"1120743,""0xa2aead4397f72fb460939fd5a7df9de9f1e737c3"","""",""Mon, 06 Sep 2021 20:07:55 GMT"",""1"",""41"""
"1120744,""0x924f17026ab7e01147f892c3684c85f758775701"",""toyota-motor.eth"",""Mon, 06 Sep 2021 20:08:10 GMT"",""1"",""82"""
"1120746,""0x2f26dd2d74210aa8701ff7bcbc651772388f024d"","""",""Mon, 06 Sep 2021 20:08:20 GMT"",""1"",""558"""
"1120747,""0x896cc0f1051f1b329533e1c1cfbeb4e8f5142772"","""",""Mon, 06 Sep 2021 20:08:50 GMT"",""1"",""29"""
"1120749,""0x0b13393214804b6d105c41ddef072327620f852f"","""",""Mon, 06 Sep 2021 20:09:20 GMT"",""1"",""43"""
"1120750,""0xf335baa6e6ad984150a8526238808d2bff69869d"",""lootdex.eth"",""Mon, 06 Sep 2021 20:09:55 GMT"",""1"",""75"""
"1120754,""0xda428be4f8e0ec294fc0647690073895f406c659"",""whosyourfather.eth"",""Mon, 06 Sep 2021 20:10:50 GMT"",""1"",""74"""
"1120755,""0xf8afa6338e9fabafc49469c32f5fbfe911ea7c04"",""angelmother.eth"",""Mon, 06 Sep 2021 20:11:25 GMT"",""1"",""68"""
"1120756,""0xf5b4c4a7398662e0f5564f480b1166defa7f500e"",""stephenoravec.eth"",""Mon, 06 Sep 2021 20:11:50 GMT"",""1"",""11"""
"1120757,""0xbda6f1a21412e81721929515c3d54a3e4c8bd1a4"","""",""Mon, 06 Sep 2021 20:11:55 GMT"",""1"",""85"""
"1120759,""0x060bbb0bcc744293a1e7df8dd7cc2ec81951bf94"",""goodchina.eth"",""Mon, 06 Sep 2021 20:12:25 GMT"",""1"",""69"""
"1120761,""0xd6c0f3032b7876b504943cd5252c485d3168a849"",""wangzian.eth"",""Mon, 06 Sep 2021 20:13:05 GMT"",""1"",""69"""
"1120763,""0xb9a58cd3ffc6a2d7f5f0ffd8aff1ceefc43fe478"","""",""Mon, 06 Sep 2021 20:13:30 GMT"",""1"",""1069"""
"1120766,""0x9ae9b5e208dea9bffb62e1c88ea864eeca85e1ef"",""gaggle.eth"",""Mon, 06 Sep 2021 20:13:45 GMT"",""1"",""67"""
"1120768,""0xd3bb175d7b3a6587456a0b7d43fc5a3af06e82c8"","""",""Mon, 06 Sep 2021 20:14:15 GMT"",""1"",""674"""
"1120769,""0x1dcb6aca2949a1ba6bc576c46c6f1da1b3ea6dd0"","""",""Mon, 06 Sep 2021 20:14:25 GMT"",""1"",""66"""
"1120770,""0x30b628c2799632ebde850ded7700977ccb98bf05"","""",""Mon, 06 Sep 2021 20:14:30 GMT"",""1"",""398"""
"1120771,""0x016d4da7c7cd614cd50149a373873ff090b9782e"","""",""Mon, 06 Sep 2021 20:15:35 GMT"",""1"",""64"""
"1120773,""0x57d23a76582f30b09106ced93efecf2ef718e187"",""sfsfsf2013.eth"",""Mon, 06 Sep 2021 20:17:35 GMT"",""1"",""2064"""
"1120776,""0xee961273a0f49c8f3d0f20c2621b61034e4460b3"","""",""Mon, 06 Sep 2021 20:19:00 GMT"",""1"",""70"""
"1120779,""0x3071bb194a0d9552226e6c52e4bd21d99cbad3b8"","""",""Mon, 06 Sep 2021 20:20:05 GMT"",""1"",""44"""
"1120781,""0x1be59392f5484d7d4a4325536da5fc4931b4763d"","""",""Mon, 06 Sep 2021 20:22:55 GMT"",""1"",""360"""
"1120785,""0x06e98d3fa067c64db9dff3e0beaa46d165f0cb4b"","""",""Mon, 06 Sep 2021 20:25:25 GMT"",""1"",""238"""
"1120786,""0x237143e231ef576153f84acf0aa722468ae75715"","""",""Mon, 06 Sep 2021 20:25:40 GMT"",""1"",""18"""
"1120789,""0x93659ddd36735850713a8c9b5c461760ffe35b82"","""",""Mon, 06 Sep 2021 20:25:55 GMT"",""1"",""724"""
"1120791,""0x7bd0fafe34a8b64afaf16166d644cdbb2b950aab"",""poweroverwhelming.eth"",""Mon, 06 Sep 2021 20:26:20 GMT"",""1"",""201"""
"1120798,""0x01985690d95d15ab17f26bba1a466703ea4367b3"",""mochili.eth"",""Mon, 06 Sep 2021 20:27:45 GMT"",""1"",""179"""
"1120799,""0xc33148115aca10c7ace3ea868367a7dc711acc0e"","""",""Mon, 06 Sep 2021 20:27:55 GMT"",""1"",""2"""
"1120801,""0x5fa18f60c6e4a08493abd3a4da7b02e20b0cb2f9"",""dyorme.eth"",""Mon, 06 Sep 2021 20:28:00 GMT"",""1"",""277"""
"1120808,""0xe5d2beabc8055943f7fc23d7924cdadcf78883a8"","""",""Mon, 06 Sep 2021 20:30:15 GMT"",""1"",""499"""
"1120822,""0x59148e514d1660dd15675a9920796bd2efd68f5c"","""",""Mon, 06 Sep 2021 20:33:10 GMT"",""1"",""19"""
"1120825,""0xe10a9ffad9fcc7f685ff18bcb8957f0e9379e21c"","""",""Mon, 06 Sep 2021 20:33:20 GMT"",""1"",""415"""
"1120829,""0xa4d3316b09125c0d1bbfe757f43d3aae4e4e9d8f"",""onbtc.eth"",""Mon, 06 Sep 2021 20:34:30 GMT"",""1"",""145"""
"1120835,""0x8e97d33405c7498f9025f25e493bb95606961bf9"","""",""Mon, 06 Sep 2021 20:36:30 GMT"",""1"",""401"""
"1120839,""0xdf01ca703cfb4377a7a71579cc6bd7c14158b2bc"","""",""Mon, 06 Sep 2021 20:37:20 GMT"",""1"",""676"""
"1120844,""0x19b2ba0892da19d09d59e300d11da9edf96654ae"","""",""Mon, 06 Sep 2021 20:38:25 GMT"",""1"",""67"""
"1120885,""0x42919c338c192609a6042311e48c1a1ef5f1a6ce"",""mopai.eth"",""Mon, 06 Sep 2021 20:43:40 GMT"",""1"",""1733"""
"1120892,""0x5f1e7e0402548bba97b5a77800178e7ea7945a79"","""",""Mon, 06 Sep 2021 20:44:25 GMT"",""1"",""323"""
"1120902,""0x4c42e766ff99bb1d415f4ce3a1ec4c9dab0e61d9"","""",""Mon, 06 Sep 2021 20:45:55 GMT"",""1"",""508"""
"1120925,""0x1d2d35540b1606d2a994d6f8d16d11321232ed1b"","""",""Mon, 06 Sep 2021 20:47:50 GMT"",""1"",""330"""
"1120947,""0x08f42758f0cf234a50ea03be94a4a4420a54e3b9"","""",""Mon, 06 Sep 2021 20:49:35 GMT"",""1"",""377"""
"1120948,""0xbfced2937c65693c6dc772c6597c9af51d71e5a2"","""",""Mon, 06 Sep 2021 20:49:35 GMT"",""1"",""330"""
"1120956,""0x86ba9a85dc55a5d510fc71ad90831aaf9a69e888"",""poapex.eth"",""Mon, 06 Sep 2021 20:50:35 GMT"",""1"",""1395"""
"1120958,""0x6b4e456d151286e1db128c7835680d60d2649180"","""",""Mon, 06 Sep 2021 20:50:45 GMT"",""1"",""1232"""
"1120959,""0x77e3a35a6248c8ef5a0ea4d6c5f447df283f0f27"","""",""Mon, 06 Sep 2021 20:50:50 GMT"",""1"",""1192"""
"1120961,""0x244b53e953c6af07d7ee5f320caef72a18822170"","""",""Mon, 06 Sep 2021 20:50:55 GMT"",""1"",""1118"""
"1120963,""0xe8fed7dd3e858d5837219ffec815658ea891f69f"","""",""Mon, 06 Sep 2021 20:51:00 GMT"",""1"",""1094"""
